"","pref1","order0","simPreference0","slide_number","simulatedAnswer","numFeatures","normResponse0","simRank1","targetFeature","Answer.time_in_minutes","simPreference2","trial_type","obj1","obj2","pref0","name","guessRank0","certainty","order2","evalNum","simRank0","targetFeatureNum","normResponse2","sex","order1","guessRank2","normResponse1","blockNr","obj3","workerid","simRank2","simPreference1","utterance","uttCode","response1","pref2","featuresPresent","response0","targetUttCode","guessRank1","response2","item","trialNum"
"11",NA,NA,NA,NA,NA,NA,NA,"square",NA,17.3378666666667,NA,NA,NA,NA,NA,NA,"cloud",0.85,NA,2,"cloud",NA,NA,NA,NA,"square",NA,NA,NA,0,"circle",NA,NA,NA,NA,NA,NA,NA,NA,"circle",NA,NA,NA
"12",NA,NA,NA,NA,NA,NA,NA,"square",NA,17.3378666666667,NA,NA,NA,NA,NA,NA,"cloud",0.9,NA,2,"cloud",NA,NA,NA,NA,"square",NA,NA,NA,0,"circle",NA,NA,NA,NA,NA,NA,NA,NA,"circle",NA,NA,NA
"13","red",132,0,19,112,4,0.2,"green","color",17.3378666666667,0.5,"task",112,132,"blue","task","red",0.9,123,2,"red",3,0.2,"female",112,"green",0.6,2,123,0,"blue",1,"solid","321",0.75,"green","['cloud', 'solid', 'striped', 'polka-dotted']",0.25,"321-2","blue",0.25,14441,0
"14","red",231,0,20,233,4,0.190476190476191,"green","color",17.3378666666667,0.5,"task",121,231,"blue","task","red",0.9,121,2,"red",3,0.666666666666667,"female",233,"green",0.142857142857143,2,233,0,"blue",1,"circle","22a2b",0.15,"green","['cloud', 'circle', 'striped', 'polka-dotted']",0.2,"22a2b-2b","blue",0.7,23242,1
"15","red",323,0,21,323,4,0.1,"green","color",17.3378666666667,0.5,"task",221,122,"blue","task","red",0.9,221,2,"red",3,0.8,"female",122,"green",0.1,2,323,0,"blue",1,"square","311",0.1,"green","['cloud', 'circle', 'square', 'striped']",0.1,"311-3","blue",0.8,18411,2
"16","red",333,0,22,322,4,0.15,"green","color",17.3378666666667,0.5,"task",221,322,"blue","task","red",0.9,322,2,"red",3,0.1,"female",221,"green",0.75,2,333,0,"blue",1,"square","22b1",0.75,"green","['circle', 'square', 'striped', 'polka-dotted']",0.15,"22b1-3","blue",0.1,26952,3
"17",NA,NA,NA,NA,NA,NA,NA,"green",NA,17.3378666666667,NA,NA,NA,NA,NA,NA,"red",0.9,NA,2,"red",NA,NA,NA,NA,"green",NA,NA,NA,0,"blue",NA,NA,NA,NA,NA,NA,NA,NA,"blue",NA,NA,NA
"18",NA,NA,NA,NA,NA,NA,NA,"green",NA,17.3378666666667,NA,NA,NA,NA,NA,NA,"red",0.8,NA,2,"red",NA,NA,NA,NA,"green",NA,NA,NA,0,"blue",NA,NA,NA,NA,NA,NA,NA,NA,"blue",NA,NA,NA
"19","red",211,0,27,223,4,0.111111111111111,"red","color",17.3378666666667,1,"task",211,232,"blue","task","green",0.8,223,3,"green",3,0.777777777777778,"female",232,"blue",0.111111111111111,3,223,0,"blue",0.5,"circle","311",0.1,"green","['circle', 'solid', 'striped', 'polka-dotted']",0.1,"311-3","red",0.7,16611,0
"20","red",232,0,28,232,4,0.125,"red","color",17.3378666666667,1,"task",331,132,"blue","task","green",0.8,132,3,"green",3,0.125,"female",331,"blue",0.75,3,232,0,"blue",0.5,"circle","321",0.9,"green","['cloud', 'circle', 'square', 'polka-dotted']",0.15,"321-2","red",0.15,6731,1
"21","red",312,0,29,213,5,0.125,"red","color",17.3378666666667,1,"task",312,213,"blue","task","green",0.8,213,3,"green",3,0.6875,"female",123,"blue",0.1875,3,123,0,"blue",0.5,"circle","22b1",0.15,"green","['cloud', 'circle', 'square', 'solid', 'striped']",0.1,"22b1-2","red",0.55,15122,2
"22","red",313,0,30,313,4,0.05,"red","color",17.3378666666667,1,"task",321,332,"blue","task","green",0.8,321,3,"green",3,0.85,"female",332,"blue",0.1,3,313,0,"blue",0.5,"square","311",0.1,"green","['square', 'solid', 'striped', 'polka-dotted']",0.05,"311-3","red",0.85,12811,3
"23",NA,NA,NA,NA,NA,NA,NA,"red",NA,17.3378666666667,NA,NA,NA,NA,NA,NA,"green",0.8,NA,3,"green",NA,NA,NA,NA,"blue",NA,NA,NA,0,"blue",NA,NA,NA,NA,NA,NA,NA,NA,"red",NA,NA,NA
"24",NA,NA,NA,NA,NA,NA,NA,"red",NA,17.3378666666667,NA,NA,NA,NA,NA,NA,"green",0.45,NA,3,"green",NA,NA,NA,NA,"blue",NA,NA,NA,0,"blue",NA,NA,NA,NA,NA,NA,NA,NA,"red",NA,NA,NA
"25","striped",222,0,3,222,4,0.310344827586207,"striped","texture",10.0976833333333,1,"task",222,223,"solid","task","striped",0.45,223,2,"polka-dotted",2,0,"male",133,"solid",0.689655172413793,0,133,1,"solid",0.5,"circle","22a2b",1,"polka-dotted","['cloud', 'circle', 'red', 'green']",0.45,"22a2b-2a","polka-dotted",0,22681,0
"26","striped",311,0,4,221,4,0,"striped","texture",10.0976833333333,1,"task",111,311,"solid","task","striped",0.45,111,2,"polka-dotted",2,0,"male",221,"solid",1,0,221,1,"solid",0.5,"blue","321",1,"polka-dotted","['cloud', 'circle', 'square', 'blue']",0,"321-2","polka-dotted",0,51,1
"27","striped",212,0,5,132,4,0,"striped","texture",10.0976833333333,1,"task",212,132,"solid","task","striped",0.45,332,2,"polka-dotted",2,0,"male",132,"solid",1,0,332,1,"solid",0.5,"red","321",1,"polka-dotted","['cloud', 'circle', 'square', 'red']",0,"321-2","polka-dotted",0,7951,2
"28","striped",213,0,6,233,2,0,"striped","texture",10.0976833333333,1,"task",213,223,"solid","task","striped",0.45,233,2,"polka-dotted",2,0.333333333333333,"male",223,"solid",0.666666666666667,0,233,1,"solid",0.5,"green","331",1,"polka-dotted","['circle', 'green']",0,"331-3","polka-dotted",0.5,25500,3
"29",NA,NA,NA,NA,NA,NA,NA,"striped",NA,10.0976833333333,NA,NA,NA,NA,NA,NA,"striped",0.45,NA,2,"polka-dotted",NA,NA,NA,NA,"solid",NA,NA,NA,1,"solid",NA,NA,NA,NA,NA,NA,NA,NA,"polka-dotted",NA,NA,NA
"30",NA,NA,NA,NA,NA,NA,NA,"striped",NA,10.0976833333333,NA,NA,NA,NA,NA,NA,"striped",1,NA,2,"polka-dotted",NA,NA,NA,NA,"solid",NA,NA,NA,1,"solid",NA,NA,NA,NA,NA,NA,NA,NA,"polka-dotted",NA,NA,NA
"31","circle",331,0.5,11,332,4,0.25,"cloud","shape",10.0976833333333,1,"task",331,212,"cloud","task","cloud",1,332,2,"square",1,0.5,"male",212,"circle",0.25,1,332,1,"circle",0,"red","22a2b",0.5,"square","['solid', 'polka-dotted', 'blue', 'red']",0.5,"22a2b-2a","square",1,7330,0
"32","circle",221,0.5,12,321,4,0.333333333333333,"cloud","shape",10.0976833333333,1,"task",221,321,"cloud","task","cloud",1,321,2,"square",1,0.666666666666667,"male",232,"circle",0,1,232,1,"circle",0,"striped","22a2b",0,"square","['striped', 'polka-dotted', 'blue', 'red']",0.5,"22a2b-2b","square",1,5740,1
"33","circle",122,0.5,13,122,4,0.5,"cloud","shape",10.0976833333333,1,"task",122,222,"cloud","task","cloud",1,222,2,"square",1,0.5,"male",233,"circle",0,1,233,1,"circle",0,"striped","22a2b",0,"square","['striped', 'polka-dotted', 'red', 'green']",1,"22a2b-2b","square",1,23900,2
"34","circle",311,0.5,14,311,4,0.5,"cloud","shape",10.0976833333333,1,"task",311,213,"cloud","task","cloud",1,213,2,"square",1,0.5,"male",133,"circle",0,1,133,1,"circle",0,"solid","22b1",0,"square","['solid', 'polka-dotted', 'blue', 'green']",1,"22b1-3","square",1,21970,3
"35",NA,NA,NA,NA,NA,NA,NA,"cloud",NA,10.0976833333333,NA,NA,NA,NA,NA,NA,"cloud",1,NA,2,"square",NA,NA,NA,NA,"circle",NA,NA,NA,1,"circle",NA,NA,NA,NA,NA,NA,NA,NA,"square",NA,NA,NA
"36",NA,NA,NA,NA,NA,NA,NA,"cloud",NA,10.0976833333333,NA,NA,NA,NA,NA,NA,"cloud",0.65,NA,2,"square",NA,NA,NA,NA,"circle",NA,NA,NA,1,"circle",NA,NA,NA,NA,NA,NA,NA,NA,"square",NA,NA,NA
"37","red",122,1,19,121,3,0.666666666666667,"red","color",10.0976833333333,0,"task",121,112,"blue","task","blue",0.65,121,2,"blue",3,0.333333333333333,"male",112,"red",0,2,122,1,"green",0.5,"cloud","322b",0,"green","['cloud', 'solid', 'striped']",1,"322b-2","green",0.5,2591,0
"38","red",321,1,20,321,4,0.666666666666667,"red","color",10.0976833333333,0,"task",321,222,"blue","task","blue",0.65,222,2,"blue",3,0.333333333333333,"male",332,"red",0,2,332,1,"green",0.5,"striped","22b2b",0,"green","['circle', 'square', 'striped', 'polka-dotted']",1,"22b2b-2","green",0.5,7632,1
"39","red",123,1,21,221,5,0.666666666666667,"red","color",10.0976833333333,0,"task",221,123,"blue","task","blue",0.65,221,2,"blue",3,0.333333333333333,"male",333,"red",0,2,333,1,"green",0.5,"striped","22b1",0,"green","['cloud', 'circle', 'square', 'striped', 'polka-dotted']",1,"22b1-2","green",0.5,28142,2
"40","red",131,1,22,121,4,0.666666666666667,"red","color",10.0976833333333,0,"task",121,131,"blue","task","blue",0.65,121,2,"blue",3,0.333333333333333,"male",323,"red",0,2,323,1,"green",0.5,"striped","22a2b",0,"green","['cloud', 'square', 'striped', 'polka-dotted']",1,"22a2b-2a","green",0.5,17892,3
"41",NA,NA,NA,NA,NA,NA,NA,"red",NA,10.0976833333333,NA,NA,NA,NA,NA,NA,"blue",0.65,NA,2,"blue",NA,NA,NA,NA,"red",NA,NA,NA,1,"green",NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA
"42",NA,NA,NA,NA,NA,NA,NA,"red",NA,10.0976833333333,NA,NA,NA,NA,NA,NA,"blue",0.6,NA,2,"blue",NA,NA,NA,NA,"red",NA,NA,NA,1,"green",NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA
"43","circle",323,0.5,27,323,5,0.27027027027027,"cloud","shape",10.0976833333333,1,"task",211,222,"cloud","task","cloud",0.6,211,2,"square",1,0.459459459459459,"male",222,"circle",0.27027027027027,3,323,1,"circle",0,"striped","22b1",0.5,"square","['solid', 'striped', 'blue', 'red', 'green']",0.5,"22b1-2","square",0.85,18500,0
"44","circle",322,0.5,28,311,4,0.25,"cloud","shape",10.0976833333333,1,"task",311,212,"cloud","task","cloud",0.6,212,2,"square",1,0.5,"male",311,"circle",0.25,3,322,1,"circle",0,"solid","22b2b",0.5,"square","['solid', 'striped', 'blue', 'red']",0.5,"22b2b-2","square",1,4110,1
"45","circle",312,0.5,29,113,4,0.4,"cloud","shape",10.0976833333333,1,"task",312,113,"cloud","task","cloud",0.6,133,2,"square",1,0.4,"male",113,"circle",0.2,3,133,1,"circle",0,"green","22a2b",0.5,"square","['solid', 'polka-dotted', 'red', 'green']",1,"22a2b-2a","square",1,21880,2
"46","circle",322,0.5,30,313,4,0.4,"cloud","shape",10.0976833333333,1,"task",322,113,"cloud","task","cloud",0.6,113,2,"square",1,0.4,"male",313,"circle",0.2,3,313,1,"circle",0,"green","22a2b",0.5,"square","['solid', 'striped', 'red', 'green']",1,"22a2b-2b","square",1,13070,3
"47",NA,NA,NA,NA,NA,NA,NA,"cloud",NA,10.0976833333333,NA,NA,NA,NA,NA,NA,"cloud",0.6,NA,2,"square",NA,NA,NA,NA,"circle",NA,NA,NA,1,"circle",NA,NA,NA,NA,NA,NA,NA,NA,"square",NA,NA,NA
"48",NA,NA,NA,NA,NA,NA,NA,"cloud",NA,10.0976833333333,NA,NA,NA,NA,NA,NA,"cloud",1,NA,2,"square",NA,NA,NA,NA,"circle",NA,NA,NA,1,"circle",NA,NA,NA,NA,NA,NA,NA,NA,"square",NA,NA,NA
"49","striped",233,1,3,213,2,0.5,"striped","texture",8.2745,0,"task",213,223,"solid","task","solid",1,213,2,"solid",2,0.25,"female",223,"striped",0.25,0,233,2,"polka-dotted",0.5,"green","331",0.35,"polka-dotted","['circle', 'green']",0.7,"331-3","polka-dotted",0.35,25500,0
"50","striped",221,1,4,211,3,0.62962962962963,"striped","texture",8.2745,0,"task",211,221,"solid","task","solid",1,232,2,"solid",2,0.185185185185185,"female",211,"striped",0.185185185185185,0,232,2,"polka-dotted",0.5,"circle","321",0.25,"polka-dotted","['circle', 'blue', 'red']",0.85,"321-3","polka-dotted",0.25,5670,1
"51","striped",133,1,5,313,5,1,"striped","texture",8.2745,0,"task",212,313,"solid","task","solid",1,313,2,"solid",2,0,"female",212,"striped",0,0,133,2,"polka-dotted",0.5,"green","22b1",0,"polka-dotted","['cloud', 'circle', 'square', 'red', 'green']",1,"22b1-2","polka-dotted",0,22241,2
"52","striped",232,1,6,211,3,1,"striped","texture",8.2745,0,"task",211,222,"solid","task","solid",1,222,2,"solid",2,0,"female",211,"striped",0,0,232,2,"polka-dotted",0.5,"circle","321",0,"polka-dotted","['circle', 'blue', 'red']",1,"321-3","polka-dotted",0,6390,3
"53",NA,NA,NA,NA,NA,NA,NA,"striped",NA,8.2745,NA,NA,NA,NA,NA,NA,"solid",1,NA,2,"solid",NA,NA,NA,NA,"striped",NA,NA,NA,2,"polka-dotted",NA,NA,NA,NA,NA,NA,NA,NA,"polka-dotted",NA,NA,NA
"54",NA,NA,NA,NA,NA,NA,NA,"striped",NA,8.2745,NA,NA,NA,NA,NA,NA,"solid",1,NA,2,"solid",NA,NA,NA,NA,"striped",NA,NA,NA,2,"polka-dotted",NA,NA,NA,NA,NA,NA,NA,NA,"polka-dotted",NA,NA,NA
"55","circle",231,0.5,11,132,5,0.448275862068965,"cloud","shape",8.2745,1,"task",231,132,"cloud","task","square",1,132,3,"square",1,0.275862068965517,"female",123,"circle",0.275862068965517,1,123,2,"circle",0,"polka-dotted","22b1",0.4,"square","['striped', 'polka-dotted', 'blue', 'red', 'green']",0.65,"22b1-2","cloud",0.4,14420,0
"56","circle",111,0.5,12,313,3,0.363636363636364,"cloud","shape",8.2745,1,"task",111,211,"cloud","task","square",1,313,3,"square",1,0.454545454545455,"female",211,"circle",0.181818181818182,1,313,2,"circle",0,"solid","321",0.3,"square","['solid', 'blue', 'green']",0.6,"321-3","cloud",0.75,11400,1
"57","circle",323,0.5,13,323,4,0.363636363636364,"cloud","shape",8.2745,1,"task",231,123,"cloud","task","square",1,123,3,"square",1,0.515151515151515,"female",231,"circle",0.121212121212121,1,323,2,"circle",0,"green","22a1",0.2,"square","['striped', 'polka-dotted', 'blue', 'green']",0.6,"22a1-3","cloud",0.85,19880,2
"58","circle",232,0.5,14,312,4,0.290322580645161,"cloud","shape",8.2745,1,"task",312,322,"cloud","task","square",1,322,3,"square",1,0.645161290322581,"female",312,"circle",0.0645161290322581,1,232,2,"circle",0,"red","321",0.1,"square","['solid', 'striped', 'polka-dotted', 'red']",0.45,"321-2","cloud",1,6620,3
"59",NA,NA,NA,NA,NA,NA,NA,"cloud",NA,8.2745,NA,NA,NA,NA,NA,NA,"square",1,NA,3,"square",NA,NA,NA,NA,"circle",NA,NA,NA,2,"circle",NA,NA,NA,NA,NA,NA,NA,NA,"cloud",NA,NA,NA
"60",NA,NA,NA,NA,NA,NA,NA,"cloud",NA,8.2745,NA,NA,NA,NA,NA,NA,"square",1,NA,3,"square",NA,NA,NA,NA,"circle",NA,NA,NA,2,"circle",NA,NA,NA,NA,NA,NA,NA,NA,"cloud",NA,NA,NA
"61","red",221,1,19,311,4,0.466666666666667,"green","color",8.2745,0.5,"task",311,221,"blue","task","blue",1,313,3,"blue",3,0.266666666666667,"female",311,"red",0.266666666666667,2,313,2,"red",0,"solid","22a2b",0.4,"green","['circle', 'square', 'solid', 'striped']",0.7,"22a2b-2b","green",0.4,11482,0
"62","red",223,1,20,223,4,0.451612903225806,"green","color",8.2745,0.5,"task",331,222,"blue","task","blue",1,331,3,"blue",3,0.354838709677419,"female",222,"red",0.193548387096774,2,223,2,"red",0,"circle","22a1",0.3,"green","['circle', 'square', 'striped', 'polka-dotted']",0.7,"22a1-3","green",0.55,16262,1
"63","red",133,1,21,111,4,0.516129032258065,"green","color",8.2745,0.5,"task",111,231,"blue","task","blue",1,111,3,"blue",3,0.354838709677419,"female",231,"red",0.129032258064516,2,133,2,"red",0,"cloud","22b2b",0.2,"green","['cloud', 'circle', 'solid', 'polka-dotted']",0.8,"22b2b-2","green",0.55,20452,2
"64","red",131,1,22,131,4,0.606060606060606,"green","color",8.2745,0.5,"task",131,132,"blue","task","blue",1,132,3,"blue",3,0.393939393939394,"female",313,"red",0,2,313,2,"red",0,"cloud","22a1",0,"green","['cloud', 'square', 'solid', 'polka-dotted']",1,"22a1-3","green",0.65,12512,3
"65",NA,NA,NA,NA,NA,NA,NA,"green",NA,8.2745,NA,NA,NA,NA,NA,NA,"blue",1,NA,3,"blue",NA,NA,NA,NA,"red",NA,NA,NA,2,"red",NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA
"66",NA,NA,NA,NA,NA,NA,NA,"green",NA,8.2745,NA,NA,NA,NA,NA,NA,"blue",0.6,NA,3,"blue",NA,NA,NA,NA,"red",NA,NA,NA,2,"red",NA,NA,NA,NA,NA,NA,NA,NA,"green",NA,NA,NA
"67","circle",211,0,27,211,3,0.275862068965517,"square","shape",8.2745,0.5,"task",111,211,"cloud","task","circle",0.6,111,3,"circle",1,0.275862068965517,"female",313,"cloud",0.448275862068965,3,313,2,"cloud",1,"blue","321",0.65,"square","['solid', 'blue', 'green']",0.4,"321-3","square",0.4,11400,0
"68","circle",331,0,28,331,4,0.2,"square","shape",8.2745,0.5,"task",111,331,"cloud","task","circle",0.6,111,3,"circle",1,0.333333333333333,"female",112,"cloud",0.466666666666667,3,112,2,"cloud",1,"blue","22a2b",0.7,"square","['solid', 'polka-dotted', 'blue', 'red']",0.3,"22a2b-2a","square",0.5,1120,1
"69","circle",121,0,29,331,4,0.103448275862069,"square","shape",8.2745,0.5,"task",121,331,"cloud","task","circle",0.6,331,3,"circle",1,0.448275862068965,"female",232,"cloud",0.448275862068965,3,232,2,"cloud",1,"blue","22b1",0.65,"square","['striped', 'polka-dotted', 'blue', 'red']",0.15,"22b1-3","square",0.65,5910,2
"70","circle",112,0,30,212,3,0,"square","shape",8.2745,0.5,"task",112,212,"cloud","task","circle",0.6,212,3,"circle",1,0.5,"female",322,"cloud",0.5,3,322,2,"cloud",1,"solid","321",0.75,"square","['solid', 'striped', 'red']",0,"321-3","square",0.75,4180,3
"71",NA,NA,NA,NA,NA,NA,NA,"square",NA,8.2745,NA,NA,NA,NA,NA,NA,"circle",0.6,NA,3,"circle",NA,NA,NA,NA,"cloud",NA,NA,NA,2,"cloud",NA,NA,NA,NA,NA,NA,NA,NA,"square",NA,NA,NA
"72",NA,NA,NA,NA,NA,NA,NA,"square",NA,8.2745,NA,NA,NA,NA,NA,NA,"circle",0.7,NA,3,"circle",NA,NA,NA,NA,"cloud",NA,NA,NA,2,"cloud",NA,NA,NA,NA,NA,NA,NA,NA,"square",NA,NA,NA
"73","circle",233,0.5,3,313,4,0.344827586206897,"cloud","shape",7.7028,1,"task",212,313,"cloud","task","square",0.7,313,3,"square",1,0.551724137931034,"female",212,"circle",0.103448275862069,0,233,3,"circle",0,"green","22b2b",0.15,"square","['solid', 'polka-dotted', 'red', 'green']",0.5,"22b2b-2","cloud",0.8,25000,0
"74","circle",131,0.5,4,131,3,0.529411764705882,"cloud","shape",7.7028,1,"task",111,131,"cloud","task","square",0.7,231,3,"square",1,0.470588235294118,"female",111,"circle",0,0,231,3,"circle",0,"polka-dotted","322b",0,"square","['solid', 'polka-dotted', 'blue']",0.9,"322b-2","cloud",0.8,500,1
"75","circle",332,0.5,5,113,5,0.542857142857143,"cloud","shape",7.7028,1,"task",332,113,"cloud","task","square",0.7,113,3,"square",1,0.457142857142857,"female",223,"circle",0,0,223,3,"circle",0,"green","211",0,"square","['solid', 'striped', 'polka-dotted', 'red', 'green']",0.95,"211-3","cloud",0.8,17100,2
"76","circle",111,0.5,6,312,4,0.411764705882353,"cloud","shape",7.7028,1,"task",111,312,"cloud","task","square",0.7,332,3,"square",1,0.588235294117647,"female",312,"circle",0,0,332,3,"circle",0,"solid","22a2b",0,"square","['solid', 'polka-dotted', 'blue', 'red']",0.7,"22a2b-2a","cloud",1,7350,3
"77",NA,NA,NA,NA,NA,NA,NA,"cloud",NA,7.7028,NA,NA,NA,NA,NA,NA,"square",0.7,NA,3,"square",NA,NA,NA,NA,"circle",NA,NA,NA,3,"circle",NA,NA,NA,NA,NA,NA,NA,NA,"cloud",NA,NA,NA
"78",NA,NA,NA,NA,NA,NA,NA,"cloud",NA,7.7028,NA,NA,NA,NA,NA,NA,"square",0.65,NA,3,"square",NA,NA,NA,NA,"circle",NA,NA,NA,3,"circle",NA,NA,NA,NA,NA,NA,NA,NA,"cloud",NA,NA,NA
"79","striped",222,0,11,222,4,0.27027027027027,"polka-dotted","texture",7.7028,0.5,"task",211,222,"solid","task","striped",0.65,233,3,"striped",2,0.27027027027027,"female",211,"solid",0.459459459459459,1,233,3,"solid",1,"circle","311",0.85,"polka-dotted","['circle', 'blue', 'red', 'green']",0.5,"311-3","polka-dotted",0.5,23790,0
"80","striped",233,0,12,221,4,0.166666666666667,"polka-dotted","texture",7.7028,0.5,"task",311,221,"solid","task","striped",0.65,221,3,"striped",2,0.166666666666667,"female",311,"solid",0.666666666666667,1,233,3,"solid",1,"blue","22b1",1,"polka-dotted","['circle', 'square', 'blue', 'green']",0.25,"22b1-3","polka-dotted",0.25,23081,1
"81","striped",332,0,13,332,4,0.0294117647058824,"polka-dotted","texture",7.7028,0.5,"task",122,332,"solid","task","striped",0.65,122,3,"striped",2,0.382352941176471,"female",313,"solid",0.588235294117647,1,313,3,"solid",1,"square","22b1",1,"polka-dotted","['cloud', 'square', 'red', 'green']",0.05,"22b1-3","polka-dotted",0.65,12881,2
"82","striped",222,0,14,321,4,0.0434782608695652,"polka-dotted","texture",7.7028,0.5,"task",321,222,"solid","task","striped",0.65,321,3,"striped",2,0.0869565217391304,"female",332,"solid",0.869565217391304,1,332,3,"solid",1,"square","22b2b",1,"polka-dotted","['circle', 'square', 'blue', 'red']",0.05,"22b2b-2","polka-dotted",0.1,7631,3
"83",NA,NA,NA,NA,NA,NA,NA,"polka-dotted",NA,7.7028,NA,NA,NA,NA,NA,NA,"striped",0.65,NA,3,"striped",NA,NA,NA,NA,"solid",NA,NA,NA,3,"solid",NA,NA,NA,NA,NA,NA,NA,NA,"polka-dotted",NA,NA,NA
"84",NA,NA,NA,NA,NA,NA,NA,"polka-dotted",NA,7.7028,NA,NA,NA,NA,NA,NA,"striped",0.8,NA,3,"striped",NA,NA,NA,NA,"solid",NA,NA,NA,3,"solid",NA,NA,NA,NA,NA,NA,NA,NA,"polka-dotted",NA,NA,NA
"85","red",111,0.5,19,123,5,0.137931034482759,"blue","color",7.7028,1,"task",111,332,"blue","task","blue",0.8,332,2,"green",3,0.517241379310345,"female",123,"red",0.344827586206897,2,123,3,"red",0,"cloud","211",0.5,"green","['cloud', 'square', 'solid', 'striped', 'polka-dotted']",0.2,"211-3","green",0.75,14662,0
"86","red",333,0.5,20,131,4,0.387096774193548,"blue","color",7.7028,1,"task",131,122,"blue","task","blue",0.8,131,2,"green",3,0.483870967741935,"female",122,"red",0.129032258064516,2,333,3,"red",0,"cloud","22b1",0.2,"green","['cloud', 'square', 'striped', 'polka-dotted']",0.6,"22b1-3","green",0.75,26722,1
"87","red",122,0.5,21,121,3,0.472222222222222,"blue","color",7.7028,1,"task",121,112,"blue","task","blue",0.8,121,2,"green",3,0.416666666666667,"female",112,"red",0.111111111111111,2,122,3,"red",0,"striped","322b",0.2,"green","['cloud', 'solid', 'striped']",0.85,"322b-2","green",0.75,2591,2
"88","red",233,0.5,22,233,4,0.447368421052632,"blue","color",7.7028,1,"task",111,132,"blue","task","blue",0.8,111,2,"green",3,0.447368421052632,"female",132,"red",0.105263157894737,2,233,3,"red",0,"polka-dotted","22b1",0.2,"green","['cloud', 'circle', 'solid', 'polka-dotted']",0.85,"22b1-3","green",0.85,24052,3
