"","X","workerid","pref1","order0","simPreference0","slide_number","simulatedAnswer","numFeatures","normResponse0","simRank1","targetFeature","Answer.time_in_minutes","simPreference2","trial_type","obj1","obj2","pref0","name","guessRank0","certainty","order2","evalNum","simRank0","targetFeatureNum","normResponse2","sex","order1","guessRank2","normResponse1","blockNr","obj3","simRank2","simPreference1","utterance","uttCode","response1","pref2","featuresPresent","response0","targetUttCode","guessRank1","response2","item","trialNum","education","enjoyment","language","gender","comments","age","assess","orderObjNum1","orderObjNum2","orderObjNum3","simulatedAnswerObjNum","utteranceNum","evalNumModel","allPresentFeaValues","ambiguous","preferencesPrior1","preferencesPrior2","preferencesPrior3"
"36",36,2,"striped",232,1,6,211,3,1,"striped","texture",8.2745,0,"task",211,222,"solid","task","solid",1,222,"2","solid",2,0,"female",211,"striped",0,0,232,"polka-dotted",0.5,"circle","321",0,"polka-dotted","['circle', 'blue', 'red']",1,"321-3","polka-dotted",0,6390,3,2,2,"English","Other","Very cool game, perfect for me to get my brain going for the morning! You guys ROCK!",27,"Yes",17,2,14,2,"2","3","2, 6, 8, 2, 4, 7, 2, 5, 8",TRUE,0.782608695652174,0.16304347826087,0.0543478260869565
"37",37,2,"circle",231,0.5,11,132,5,0.448275862068965,"cloud","shape",8.2745,1,"task",231,132,"cloud","task","square",1,132,"2","square",1,0.275862068965517,"female",123,"circle",0.275862068965517,1,123,"circle",0,"polka-dotted","22b1",0.4,"square","['striped', 'polka-dotted', 'blue', 'red', 'green']",0.65,"22b1-2","cloud",0.4,14420,0,2,2,"English","Other","Very cool game, perfect for me to get my brain going for the morning! You guys ROCK!",27,"Yes",8,22,16,16,"6","3","2, 6, 7, 1, 5, 9, 1, 6, 8",TRUE,0.310344827586207,0.172413793103448,0.517241379310345
"38",38,2,"circle",111,0.5,12,313,3,0.363636363636364,"cloud","shape",8.2745,1,"task",111,211,"cloud","task","square",1,313,"3","square",1,0.454545454545455,"female",211,"circle",0.181818181818182,1,313,"circle",0,"solid","321",0.3,"square","['solid', 'blue', 'green']",0.6,"321-3","cloud",0.75,11400,1,2,2,"English","Other","Very cool game, perfect for me to get my brain going for the morning! You guys ROCK!",27,"Yes",1,2,21,21,"4","3","1, 4, 7, 2, 4, 7, 3, 4, 9",TRUE,0.204545454545455,0.113636363636364,0.681818181818182
"39",39,2,"circle",323,0.5,13,323,4,0.363636363636364,"cloud","shape",8.2745,1,"task",231,123,"cloud","task","square",1,123,"3","square",1,0.515151515151515,"female",231,"circle",0.121212121212121,1,323,"circle",0,"green","22a1",0.2,"square","['striped', 'polka-dotted', 'blue', 'green']",0.6,"22a1-3","cloud",0.85,19880,2,2,2,"English","Other","Very cool game, perfect for me to get my brain going for the morning! You guys ROCK!",27,"Yes",24,8,22,24,"9","3","3, 5, 9, 2, 6, 7, 1, 5, 9",TRUE,0.117647058823529,0.0980392156862745,0.784313725490196
"40",40,2,"circle",232,0.5,14,312,4,0.290322580645161,"cloud","shape",8.2745,1,"task",312,322,"cloud","task","square",1,322,"3","square",1,0.645161290322581,"female",312,"circle",0.0645161290322581,1,232,"circle",0,"red","321",0.1,"square","['solid', 'striped', 'polka-dotted', 'red']",0.45,"321-2","cloud",1,6620,3,2,2,"English","Other","Very cool game, perfect for me to get my brain going for the morning! You guys ROCK!",27,"Yes",17,12,15,12,"8","3","2, 6, 8, 3, 4, 8, 3, 5, 8",TRUE,0.269662921348315,0.0561797752808989,0.674157303370786
"41",41,2,"red",221,1,19,311,4,0.466666666666667,"green","color",8.2745,0.5,"task",311,221,"blue","task","blue",1,313,"3","blue",3,0.266666666666667,"female",311,"red",0.266666666666667,2,313,"red",0,"solid","22a2b",0.4,"green","['circle', 'square', 'solid', 'striped']",0.7,"22a2b-2b","green",0.4,11482,0,2,2,"English","Other","Very cool game, perfect for me to get my brain going for the morning! You guys ROCK!",27,"Yes",5,3,21,3,"4","1","2, 5, 7, 3, 4, 7, 3, 4, 9",TRUE,0.310344827586207,0.517241379310345,0.172413793103448
"42",42,2,"red",223,1,20,223,4,0.451612903225806,"green","color",8.2745,0.5,"task",331,222,"blue","task","blue",1,331,"3","blue",3,0.354838709677419,"female",222,"red",0.193548387096774,2,223,"red",0,"circle","22a1",0.3,"green","['circle', 'square', 'striped', 'polka-dotted']",0.7,"22a1-3","green",0.55,16262,1,2,2,"English","Other","Very cool game, perfect for me to get my brain going for the morning! You guys ROCK!",27,"Yes",23,14,9,23,"2","1","2, 5, 9, 2, 5, 8, 3, 6, 7",TRUE,0.350649350649351,0.38961038961039,0.25974025974026
"43",43,2,"red",133,1,21,111,4,0.516129032258065,"green","color",8.2745,0.5,"task",111,231,"blue","task","blue",1,111,"3","blue",3,0.354838709677419,"female",231,"red",0.129032258064516,2,133,"red",0,"cloud","22b2b",0.2,"green","['cloud', 'circle', 'solid', 'polka-dotted']",0.8,"22b2b-2","green",0.55,20452,2,2,2,"English","Other","Very cool game, perfect for me to get my brain going for the morning! You guys ROCK!",27,"Yes",25,8,1,1,"1","1","1, 6, 9, 2, 6, 7, 1, 4, 7",TRUE,0.306431273644388,0.567465321563682,0.126103404791929
"44",44,2,"red",131,1,22,131,4,0.606060606060606,"green","color",8.2745,0.5,"task",131,132,"blue","task","blue",1,132,"3","blue",3,0.393939393939394,"female",313,"red",0,2,313,"red",0,"cloud","22a1",0,"green","['cloud', 'square', 'solid', 'polka-dotted']",1,"22a1-3","green",0.65,12512,3,2,2,"English","Other","Very cool game, perfect for me to get my brain going for the morning! You guys ROCK!",27,"Yes",7,21,16,7,"1","2","1, 6, 7, 3, 4, 9, 1, 6, 8",TRUE,0.447513812154696,0.414364640883978,0.138121546961326
"45",45,2,"circle",211,0,27,211,3,0.275862068965517,"square","shape",8.2745,0.5,"task",111,211,"cloud","task","circle",0.6,111,"3","circle",1,0.275862068965517,"female",313,"cloud",0.448275862068965,3,313,"cloud",1,"blue","321",0.65,"square","['solid', 'blue', 'green']",0.4,"321-3","square",0.4,11400,0,2,2,"English","Other","Very cool game, perfect for me to get my brain going for the morning! You guys ROCK!",27,"Yes",2,21,1,2,"7","3","2, 4, 7, 3, 4, 9, 1, 4, 7",TRUE,0.222222222222222,0.444444444444444,0.333333333333333
"46",46,2,"circle",331,0,28,331,4,0.2,"square","shape",8.2745,0.5,"task",111,331,"cloud","task","circle",0.6,111,"3","circle",1,0.333333333333333,"female",112,"cloud",0.466666666666667,3,112,"cloud",1,"blue","22a2b",0.7,"square","['solid', 'polka-dotted', 'blue', 'red']",0.3,"22a2b-2a","square",0.5,1120,1,2,2,"English","Other","Very cool game, perfect for me to get my brain going for the morning! You guys ROCK!",27,"Yes",9,10,1,9,"7","3","3, 6, 7, 1, 4, 8, 1, 4, 7",TRUE,0.117647058823529,0.588235294117647,0.294117647058824
"47",47,2,"circle",121,0,29,331,4,0.103448275862069,"square","shape",8.2745,0.5,"task",121,331,"cloud","task","circle",0.6,331,"2","circle",1,0.448275862068965,"female",232,"cloud",0.448275862068965,3,232,"cloud",1,"blue","22b1",0.65,"square","['striped', 'polka-dotted', 'blue', 'red']",0.15,"22b1-3","square",0.65,5910,2,2,2,"English","Other","Very cool game, perfect for me to get my brain going for the morning! You guys ROCK!",27,"Yes",4,17,9,9,"7","3","1, 5, 7, 2, 6, 8, 3, 6, 7",TRUE,0.0740740740740741,0.555555555555556,0.37037037037037
"48",48,2,"circle",112,0,30,212,3,0,"square","shape",8.2745,0.5,"task",112,212,"cloud","task","circle",0.6,212,"2","circle",1,0.5,"female",322,"cloud",0.5,3,322,"cloud",1,"solid","321",0.75,"square","['solid', 'striped', 'red']",0,"321-3","square",0.75,4180,3,2,2,"English","Other","Very cool game, perfect for me to get my brain going for the morning! You guys ROCK!",27,"Yes",10,15,11,11,"4","3","1, 4, 8, 3, 5, 8, 2, 4, 8",TRUE,0.0425531914893617,0.638297872340426,0.319148936170213
"49",49,3,"circle",233,0.5,3,313,4,0.344827586206897,"cloud","shape",7.7028,1,"task",212,313,"cloud","task","square",0.7,313,"3","square",1,0.551724137931034,"female",212,"circle",0.103448275862069,0,233,"circle",0,"green","22b2b",0.15,"square","['solid', 'polka-dotted', 'red', 'green']",0.5,"22b2b-2","cloud",0.8,25000,0,4,2,"English","Male",NA,49,"Yes",26,11,21,21,"9","2","2, 6, 9, 2, 4, 8, 3, 4, 9",TRUE,0.483870967741935,0.193548387096774,0.32258064516129
"50",50,3,"circle",131,0.5,4,131,3,0.529411764705882,"cloud","shape",7.7028,1,"task",111,131,"cloud","task","square",0.7,231,"2","square",1,0.470588235294118,"female",111,"circle",0,0,231,"circle",0,"polka-dotted","322b",0,"square","['solid', 'polka-dotted', 'blue']",0.9,"322b-2","cloud",0.8,500,1,4,2,"English","Male",NA,49,"Yes",7,1,8,7,"6","3","1, 6, 7, 1, 4, 7, 2, 6, 7",TRUE,0.428571428571429,0.0952380952380952,0.476190476190476
"51",51,3,"circle",332,0.5,5,113,5,0.542857142857143,"cloud","shape",7.7028,1,"task",332,113,"cloud","task","square",0.7,113,"2","square",1,0.457142857142857,"female",223,"circle",0,0,223,"circle",0,"green","211",0,"square","['solid', 'striped', 'polka-dotted', 'red', 'green']",0.95,"211-3","cloud",0.8,17100,2,4,2,"English","Male",NA,49,"Yes",18,23,19,19,"9","2","3, 6, 8, 2, 5, 9, 1, 4, 9",TRUE,0.514285714285714,0.0571428571428571,0.428571428571429
"52",52,3,"circle",111,0.5,6,312,4,0.411764705882353,"cloud","shape",7.7028,1,"task",111,312,"cloud","task","square",0.7,332,"3","square",1,0.588235294117647,"female",312,"circle",0,0,332,"circle",0,"solid","22a2b",0,"square","['solid', 'polka-dotted', 'blue', 'red']",0.7,"22a2b-2a","cloud",1,7350,3,4,2,"English","Male",NA,49,"Yes",1,12,18,12,"4","3","1, 4, 7, 3, 4, 8, 3, 6, 8",TRUE,0.352941176470588,0.117647058823529,0.529411764705882
"53",53,3,"striped",222,0,11,222,4,0.27027027027027,"polka-dotted","texture",7.7028,0.5,"task",211,222,"solid","task","striped",0.65,233,"3","striped",2,0.27027027027027,"female",211,"solid",0.459459459459459,1,233,"solid",1,"circle","311",0.85,"polka-dotted","['circle', 'blue', 'red', 'green']",0.5,"311-3","polka-dotted",0.5,23790,0,4,2,"English","Male",NA,49,"Yes",14,2,26,14,"2","3","2, 5, 8, 2, 4, 7, 2, 6, 9",TRUE,0.25,0.5,0.25
"54",54,3,"striped",233,0,12,221,4,0.166666666666667,"polka-dotted","texture",7.7028,0.5,"task",311,221,"solid","task","striped",0.65,221,"3","striped",2,0.166666666666667,"female",311,"solid",0.666666666666667,1,233,"solid",1,"blue","22b1",1,"polka-dotted","['circle', 'square', 'blue', 'green']",0.25,"22b1-3","polka-dotted",0.25,23081,1,4,2,"English","Male",NA,49,"Yes",26,3,5,5,"7","3","2, 6, 9, 3, 4, 7, 2, 5, 7",TRUE,0.153846153846154,0.615384615384615,0.230769230769231
"55",55,3,"striped",332,0,13,332,4,0.0294117647058824,"polka-dotted","texture",7.7028,0.5,"task",122,332,"solid","task","striped",0.65,122,"3","striped",2,0.382352941176471,"female",313,"solid",0.588235294117647,1,313,"solid",1,"square","22b1",1,"polka-dotted","['cloud', 'square', 'red', 'green']",0.05,"22b1-3","polka-dotted",0.65,12881,2,4,2,"English","Male",NA,49,"Yes",18,21,13,18,"3","3","3, 6, 8, 3, 4, 9, 1, 5, 8",TRUE,0.1,0.6,0.3
"56",56,3,"striped",222,0,14,321,4,0.0434782608695652,"polka-dotted","texture",7.7028,0.5,"task",321,222,"solid","task","striped",0.65,321,"3","striped",2,0.0869565217391304,"female",332,"solid",0.869565217391304,1,332,"solid",1,"square","22b2b",1,"polka-dotted","['circle', 'square', 'blue', 'red']",0.05,"22b2b-2","polka-dotted",0.1,7631,3,4,2,"English","Male",NA,49,"Yes",14,18,6,6,"3","3","2, 5, 8, 3, 6, 8, 3, 5, 7",TRUE,0.178571428571429,0.642857142857143,0.178571428571429
"57",57,3,"red",111,0.5,19,123,5,0.137931034482759,"blue","color",7.7028,1,"task",111,332,"blue","task","blue",0.8,332,"2","green",3,0.517241379310345,"female",123,"red",0.344827586206897,2,123,"red",0,"cloud","211",0.5,"green","['cloud', 'square', 'solid', 'striped', 'polka-dotted']",0.2,"211-3","green",0.75,14662,0,4,2,"English","Male",NA,49,"Yes",1,22,18,22,"1","2","1, 4, 7, 1, 5, 9, 3, 6, 8",TRUE,0.222222222222222,0.333333333333333,0.444444444444444
"58",58,3,"red",333,0.5,20,131,4,0.387096774193548,"blue","color",7.7028,1,"task",131,122,"blue","task","blue",0.8,131,"3","green",3,0.483870967741935,"female",122,"red",0.129032258064516,2,333,"red",0,"cloud","22b1",0.2,"green","['cloud', 'square', 'striped', 'polka-dotted']",0.6,"22b1-3","green",0.75,26722,1,4,2,"English","Male",NA,49,"Yes",27,13,7,7,"1","3","3, 6, 9, 1, 5, 8, 1, 6, 7",TRUE,0.307692307692308,0.230769230769231,0.461538461538462
"59",59,3,"red",122,0.5,21,121,3,0.472222222222222,"blue","color",7.7028,1,"task",121,112,"blue","task","blue",0.8,121,"2","green",3,0.416666666666667,"female",112,"red",0.111111111111111,2,122,"red",0,"striped","322b",0.2,"green","['cloud', 'solid', 'striped']",0.85,"322b-2","green",0.75,2591,2,4,2,"English","Male",NA,49,"Yes",13,10,4,4,"5","3","1, 5, 8, 1, 4, 8, 1, 5, 7",TRUE,0.27027027027027,0.121621621621622,0.608108108108108
"60",60,3,"red",233,0.5,22,233,4,0.447368421052632,"blue","color",7.7028,1,"task",111,132,"blue","task","blue",0.8,111,"3","green",3,0.447368421052632,"female",132,"red",0.105263157894737,2,233,"red",0,"polka-dotted","22b1",0.2,"green","['cloud', 'circle', 'solid', 'polka-dotted']",0.85,"22b1-3","green",0.85,24052,3,4,2,"English","Male",NA,49,"Yes",26,16,1,26,"6","3","2, 6, 9, 1, 6, 8, 1, 4, 7",TRUE,0.232558139534884,0.0697674418604651,0.697674418604651
"61",61,3,"circle",211,0.5,27,311,2,0.25,"cloud","shape",7.7028,1,"task",111,211,"cloud","task","square",0.9,111,"2","square",1,0.5,"female",311,"circle",0.25,3,311,"circle",0,"blue","331",0.5,"square","['solid', 'blue']",0.5,"331-3","cloud",1,0,0,4,2,"English","Male",NA,49,"Yes",2,3,1,3,"7","2","2, 4, 7, 3, 4, 7, 1, 4, 7",TRUE,0.25,0.25,0.5
"62",62,3,"circle",332,0.5,28,321,4,0.294117647058824,"cloud","shape",7.7028,1,"task",221,321,"cloud","task","square",0.9,321,"3","square",1,0.588235294117647,"female",221,"circle",0.117647058823529,3,332,"circle",0,"blue","22a2b",0.2,"square","['striped', 'polka-dotted', 'blue', 'red']",0.5,"22a2b-2b","cloud",1,6940,1,4,2,"English","Male",NA,49,"Yes",18,5,6,6,"7","3","3, 6, 8, 2, 5, 7, 3, 5, 7",TRUE,0.394736842105263,0.131578947368421,0.473684210526316
"63",63,3,"circle",112,0.5,29,332,4,0.172413793103448,"cloud","shape",7.7028,1,"task",112,332,"cloud","task","square",0.9,332,"3","square",1,0.689655172413793,"female",133,"circle",0.137931034482759,3,133,"circle",0,"red","22b2b",0.2,"square","['solid', 'polka-dotted', 'red', 'green']",0.25,"22b2b-2","cloud",1,21690,2,4,2,"English","Male",NA,49,"Yes",10,25,18,18,"8","3","1, 4, 8, 1, 6, 9, 3, 6, 8",TRUE,0.260869565217391,0.217391304347826,0.521739130434783
"64",64,3,"circle",212,0.5,30,122,3,0.411764705882353,"cloud","shape",7.7028,1,"task",212,122,"cloud","task","square",0.9,222,"3","square",1,0.588235294117647,"female",122,"circle",0,3,222,"circle",0,"striped","322b",0,"square","['solid', 'striped', 'red']",0.7,"322b-2","cloud",1,3620,3,4,2,"English","Male",NA,49,"Yes",11,13,14,13,"5","3","2, 4, 8, 1, 5, 8, 2, 5, 8",TRUE,0.222222222222222,0.111111111111111,0.666666666666667
"65",65,4,"striped",323,0,3,332,4,0.208333333333333,"striped","texture",9.34245,1,"task",132,332,"solid","task","polka-dotted",0.65,132,"2","polka-dotted",2,0.791666666666667,"female",332,"solid",0,0,323,"solid",0.5,"square","22a2b",0,"polka-dotted","['cloud', 'square', 'red', 'green']",0.25,"22a2b-2a","striped",0.95,19221,0,3,1,"english","Female","thank you",58,"Yes",24,18,16,18,"3","1","3, 5, 9, 3, 6, 8, 1, 6, 8",TRUE,0.517241379310345,0.172413793103448,0.310344827586207
"66",66,4,"striped",212,0,4,133,5,0,"striped","texture",9.34245,1,"task",212,313,"solid","task","polka-dotted",0.65,313,"3","polka-dotted",2,0.909090909090909,"female",133,"solid",0.0909090909090909,0,133,"solid",0.5,"green","22b1",0.1,"polka-dotted","['cloud', 'circle', 'square', 'red', 'green']",0,"22b1-2","striped",1,22241,1,3,1,"english","Female","thank you",58,"Yes",11,25,21,25,"9","1","2, 4, 8, 1, 6, 9, 3, 4, 9",TRUE,0.352941176470588,0.294117647058824,0.352941176470588
"67",67,4,"striped",321,0,5,321,4,0,"striped","texture",9.34245,1,"task",311,321,"solid","task","polka-dotted",0.65,232,"3","polka-dotted",2,0.606060606060606,"female",311,"solid",0.393939393939394,0,232,"solid",0.5,"blue","22a1",0.65,"polka-dotted","['circle', 'square', 'blue', 'red']",0,"22a1-3","striped",1,5721,2,3,1,"english","Female","thank you",58,"Yes",6,3,17,6,"7","2","3, 5, 7, 3, 4, 7, 2, 6, 8",TRUE,0.24,0.4,0.36
